Timestamp,Temperature (?C),Humidity (%),CO2 (ppm),PM2.5 (?g/m?),PM10 (?g/m?),TVOC (ppb),CO (ppm),Light Intensity (lux),Motion Detected,Occupancy Count,Ventilation Status
21-04-2024 15:35,23.74,65.9,806.56,33.7,93.05,397.09,0.21,164.65,1,49,Closed
21-04-2024 15:40,22.28,54.13,965.78,19.46,64.62,143.21,1.03,961.32,0,14,Closed
21-04-2024 15:45,20.64,43.29,960.82,9.41,22.38,275.15,0.94,721.72,1,48,Open
21-04-2024 15:50,25.61,47.58,966.57,19.99,42.75,112.04,0.24,474.63,0,36,Closed
21-04-2024 15:55,23.31,63.17,921.43,48.44,66.79,74.87,1.17,550.24,1,42,Closed
21-04-2024 16:00,18.68,37.98,550.42,12.69,12,111.34,2.92,699.18,0,2,Closed
21-04-2024 16:05,21.68,36.06,496.86,40.01,47.16,85.24,2.93,112.83,0,42,Open
21-04-2024 16:10,26.85,34.02,534.57,21.05,82.32,136.97,1.23,137.05,1,48,Closed
21-04-2024 16:15,25.55,33.98,708.49,32.92,64.76,486.75,0.64,235.45,1,2,Open
21-04-2024 16:20,21.23,49.46,975.18,35.72,77.61,494.53,0.58,674.28,0,26,Open
21-04-2024 16:25,27.38,59.45,845.5,48.94,36.3,138.3,1.3,317.55,0,29,
21-04-2024 16:30,18.77,65.62,981.48,8.9,42.17,102.09,1.89,265.33,1,26,Open
21-04-2024 16:35,27.61,52.72,713.9,51.52,16.35,478.23,2.81,779.44,,32,Open
21-04-2024 16:40,20.46,49.85,848.56,,34.56,255.78,4.82,703.6,1,26,Closed
21-04-2024 16:45,18.09,45.49,904.82,14.7,24.64,304.56,2.73,432.87,1,10,Open
21-04-2024 16:50,22.34,42.03,565.85,59.39,53.04,81.36,1.23,653.19,1,9,Open
21-04-2024 16:55,21.59,31.34,529.89,74.17,83.38,440.08,4.44,630.19,0,14,Closed
21-04-2024 17:00,23.39,59.24,474.92,14.54,27.05,398.88,2.51,501.43,1,17,Closed
21-04-2024 17:05,25.97,32.83,,37.44,24.72,105.04,,589.11,0,6,Closed
21-04-2024 17:10,26.42,60.32,691.37,41.28,,114.42,4.13,403.48,1,10,Closed
21-04-2024 17:15,22.01,58.55,641.52,14.65,75.85,286.21,1.52,258.18,0,34,Open
21-04-2024 17:20,22.3,69.5,924.97,5.54,29.5,115.05,4.78,418.68,0,49,Open
21-04-2024 17:25,19.48,30.8,408.53,64.32,79.75,285.48,0.31,865.92,0,42,Open
21-04-2024 17:30,18.48,39.71,469.34,38.11,81.96,336.13,2.24,208.96,0,9,Closed
21-04-2024 17:35,24.41,33.29,548.29,18.28,45.41,365.51,2.48,279.37,1,12,Closed
21-04-2024 17:40,18.64,67.31,764.45,29.06,14.34,198.73,2.47,345.77,0,4,Open
21-04-2024 17:45,25.34,50.56,839.28,35.55,14.87,405.29,3.58,193,0,14,Closed
21-04-2024 17:50,23.39,68.23,,61.37,12.4,262.43,4,498.75,1,24,Open
21-04-2024 17:55,19.99,36.21,415.71,59.46,80.33,276.45,3.16,675.25,1,16,Open
21-04-2024 18:00,23.4,43.2,831.86,35.08,70.87,385.16,2.09,905.38,1,48,Open
21-04-2024 18:05,19.83,55.56,793.81,29.5,57.92,88.24,3.11,348.72,0,2,Open
21-04-2024 18:10,22.39,41.02,538.72,61.08,98.32,443.44,1.19,394.23,1,40,Open
21-04-2024 18:15,26,66.87,498.23,35.01,,165.61,2.28,217.68,1,26,Open
21-04-2024 18:20,22.62,47.55,607.35,31.51,12.79,463.96,2.02,829.91,0,49,Open
21-04-2024 18:25,19.49,54.55,411.75,57.58,84.59,338.35,3.81,768.3,0,26,Open
21-04-2024 18:30,25.24,44.04,513.83,24.94,25.86,267.55,1.26,972.45,0,8,Closed
21-04-2024 18:35,19.87,38.35,540.78,64.54,25.21,188.87,0.8,,1,41,Closed
21-04-2024 18:40,25.39,61.93,672.21,47.22,80.17,94.19,3.89,545.25,1,37,Closed
21-04-2024 18:45,22.79,61.72,536.18,35.14,37.18,161.7,2.58,974.71,0,0,Open
21-04-2024 18:50,22.54,,986.16,48.75,43.22,379.09,4.43,,0,9,Closed
21-04-2024 18:55,,43.2,840.43,21.51,33.66,277.02,2,410.24,0,21,Closed
21-04-2024 19:00,25.09,64.17,406.24,66.73,11.31,478.33,1.4,295.35,0,25,Closed
21-04-2024 19:05,18.33,42.76,563.77,14.23,56.3,411.22,0.52,914.5,1,5,Closed
21-04-2024 19:10,20.96,44.45,956.44,22.78,51.72,448.84,1.52,191.67,1,25,Open
21-04-2024 19:15,26.71,41.98,419.7,42.78,76.55,197.67,4.28,578.66,1,43,Open
21-04-2024 19:20,18.18,47.23,788.56,54.66,49.63,55.1,1.79,713.94,0,27,Closed
21-04-2024 19:25,23.45,31.06,787.89,20.37,88.11,231.8,1.19,919.21,1,40,Open
21-04-2024 19:30,25.28,40.03,849.35,73.93,10.69,130.15,2.83,519.5,1,24,Closed
21-04-2024 19:35,24.22,40.21,742.4,38.06,30.1,169.33,0.17,242.4,1,34,Closed
21-04-2024 19:40,25.61,64.08,878.72,54.01,60.22,453.11,1.38,115.75,1,46,Open
21-04-2024 19:45,25.26,57.77,877.92,37.16,37.3,255.72,1.74,334.64,1,18,
21-04-2024 19:50,24.92,40.51,,29.03,35.12,293.7,2.44,654.1,0,2,Open
21-04-2024 19:55,26.22,44.51,852.08,35.53,33.92,282.27,3.75,707.45,0,11,Closed
21-04-2024 20:00,24.46,68.51,793.47,73.07,85.55,368.14,0.97,241.05,0,46,Open
21-04-2024 20:05,22.02,53.87,880.58,21.2,78.13,433.02,2.33,373.05,0,39,Open
21-04-2024 20:10,22.72,57.97,725.45,65.56,76.99,,1.21,252.68,0,42,Open
21-04-2024 20:15,25.17,68.84,645.88,23,10.67,479.88,3.39,617.29,1,35,Open
21-04-2024 20:20,26.76,56.38,495.16,73.72,69.5,109.65,2.75,251.39,0,35,Closed
21-04-2024 20:25,20.72,46,829.27,47.35,12.08,496.84,2.72,146.76,0,18,Closed
21-04-2024 20:30,21.42,45.32,950.25,47.41,24.68,294.72,2.87,420.71,0,19,Closed
21-04-2024 20:35,27.31,34.48,461.64,36.69,16.41,102.69,3.17,188.48,1,6,Closed
21-04-2024 20:40,23.79,34.04,628.21,55,58.14,95.34,1.16,790.91,0,41,Open
21-04-2024 20:45,19.79,45.12,964.37,11.77,41.6,116.84,4.38,662.73,1,4,Closed
21-04-2024 20:50,24.64,46.77,,36.81,43.12,357.74,4.53,319.13,0,11,Open
21-04-2024 20:55,27.91,56.28,782.58,,13.94,,1.3,505,0,8,Closed
21-04-2024 21:00,26.23,48.43,940.1,61.2,77.27,111.26,4.47,525.58,0,10,Closed
21-04-2024 21:05,25.46,59.06,726.11,66.95,18.17,,2.38,327.92,1,3,Closed
21-04-2024 21:10,20.08,34.01,689.6,72.82,35.69,254.7,3.08,748.07,0,41,Open
21-04-2024 21:15,26.76,42.63,996.21,65.16,32.28,74.48,1.95,375.6,1,0,Open
21-04-2024 21:20,23.26,66.15,743.38,45.04,93.44,277.18,4.18,842.39,0,47,Closed
21-04-2024 21:25,26.89,31.75,944.45,10.58,85.4,373.15,2.29,709.52,1,41,Open
21-04-2024 21:30,21.3,56.3,860.17,56.64,87.06,81.13,3.91,737.39,0,9,Closed
21-04-2024 21:35,18.62,52.17,732.56,9.03,71.7,154.99,1.49,679.82,0,15,Open
21-04-2024 21:40,22.76,32.41,715.82,69.02,89.2,420.1,4.32,937.25,0,39,Closed
21-04-2024 21:45,20.7,35.27,771.18,68.62,91.19,388.67,0.99,857.8,0,16,Open
21-04-2024 21:50,25.15,41.48,862.72,7.98,21.05,467.74,2.7,346.29,1,46,Open
21-04-2024 21:55,27.57,34.08,688.51,51.74,23.67,186.29,1.41,947.2,0,20,Open
21-04-2024 22:00,24.91,44.79,833.62,36.34,62.93,214.2,4.2,348.3,0,17,Open
21-04-2024 22:05,26.87,56.81,869.78,70.92,75.52,436.95,2.26,506.78,1,20,
21-04-2024 22:10,22.53,59.33,795.74,61.91,22.77,60.58,0.16,180.5,1,6,Open
21-04-2024 22:15,25.72,44.68,425.17,52.9,14.59,223.57,1.11,646.97,0,0,Closed
21-04-2024 22:20,26.43,65.29,888.52,27.23,70.62,340.04,0.48,556.42,0,35,Open
21-04-2024 22:25,25.11,64.98,591.71,57.61,34.1,186.96,1.02,898.58,1,3,Open
21-04-2024 22:30,23.08,35.74,521.93,17.34,55.97,213.74,0.2,834.37,0,3,Closed
21-04-2024 22:35,24.26,56.95,774.25,42.92,37.88,71.21,1.9,818.68,0,15,Closed
21-04-2024 22:40,25.01,40.7,799.23,31.42,31.71,421.34,3.73,719.13,1,32,Open
21-04-2024 22:45,,53.75,628.96,14.04,80.6,126.53,4.54,917.27,1,29,Open
21-04-2024 22:50,26.1,45.04,778.49,69.75,78.61,269.5,1.46,284.39,0,49,Closed
21-04-2024 22:55,27.5,52.73,708.17,74.35,50.09,351.54,2.11,743.54,1,44,Open
21-04-2024 23:00,22.65,55.12,803.16,11.18,10.59,255.15,3.32,678.03,1,22,Open
21-04-2024 23:05,25.01,36.04,706.09,40.13,88.07,402.2,4.96,653.12,1,30,Open
21-04-2024 23:10,25.37,50.11,458.9,,84.69,414.78,3.71,815.03,,15,Closed
21-04-2024 23:15,24.62,36.57,417.66,11.48,97.28,484.09,0.76,353.61,0,47,Closed
21-04-2024 23:20,23.47,37.22,676.73,53.6,17.52,210.15,4.35,601.38,1,8,Open
21-04-2024 23:25,26.82,59.8,439.16,32.88,49.25,210.2,3.48,352.28,1,44,Open
21-04-2024 23:30,22.49,66.55,470.58,73.32,70.92,218.19,2.58,353.82,0,46,Open
21-04-2024 23:35,18.61,47.65,754.15,50.88,90.53,444.58,1.36,657.81,1,21,Closed
21-04-2024 23:40,26.45,60.25,921.42,34.44,71.79,118.9,0.64,706.23,1,29,Closed
21-04-2024 23:45,24.74,53.03,822.5,46.25,93.75,297.1,4.98,344.12,1,15,Closed
21-04-2024 23:50,26.49,65.07,762.42,33.16,74.9,400.5,2.77,155.66,0,1,Open
21-04-2024 23:55,19.39,67.23,890.27,46.94,70.15,378.92,3.55,835.66,1,45,Open
22-04-2024 00:00,18.31,63.44,814.72,26.42,86.72,422.92,1.73,427.63,0,32,Open
22-04-2024 00:05,27.34,66.93,709.14,7.95,24.64,320.06,4.45,662.55,0,14,Closed
22-04-2024 00:10,19.48,39.99,908.1,12.99,67.2,436.8,2.91,689.39,0,23,Open
22-04-2024 00:15,26.1,41.57,609.36,29.38,29.06,110.23,1.45,619.88,,0,Open
22-04-2024 00:20,26.23,53.47,592.27,17.8,32.98,433,4.2,789.73,1,47,Open
22-04-2024 00:25,25.09,62.02,919.9,32.41,62.9,455.81,0.99,844.38,1,45,Open
22-04-2024 00:30,19.31,33.4,429.5,25.83,27.62,405.53,4.08,770.03,0,12,Open
22-04-2024 00:35,24.67,42.84,591.27,46.22,47.84,70.17,3.64,760.52,0,25,Closed
22-04-2024 00:40,26.89,43,598.95,24.63,46.15,334.81,1.02,650.84,1,11,Open
22-04-2024 00:45,22.26,64.75,605.11,42.35,45.54,495.48,1.32,448.59,0,29,Closed
22-04-2024 00:50,22.14,59.8,604.81,17.25,55.19,133.14,3.07,822.65,1,33,Open
22-04-2024 00:55,22.43,,512.82,61.67,41.22,426.92,1.14,547.12,1,15,Closed
22-04-2024 01:00,18.82,37.45,678.04,64.41,52.95,78.43,2.63,587.57,1,23,Closed
22-04-2024 01:05,26.92,50.96,633.12,5.82,84.94,417.35,2.45,360.55,1,49,Open
22-04-2024 01:10,26.69,30.37,745.67,7.53,84.53,184.34,,523.97,0,8,Open
22-04-2024 01:15,27.98,38.29,713.43,45.78,12.77,172.81,2.24,296.95,1,36,Closed
22-04-2024 01:20,23.85,62.08,565.48,52.31,68.87,370.16,2.9,425.55,0,35,Open
22-04-2024 01:25,25.51,56.2,573.41,19.77,56.37,493.68,0.92,,0,17,Open
22-04-2024 01:30,20.03,51.89,687.81,27.65,79.66,359.48,3.61,937.49,0,48,Closed
22-04-2024 01:35,24.68,63.73,822.76,20.59,19.27,155.76,1.69,433.73,0,47,Closed
22-04-2024 01:40,24.5,47.67,834.59,73.41,36.31,373.99,2.23,470.74,0,39,Open
22-04-2024 01:45,27.01,41.21,731.95,49.42,12.04,210.64,4.78,486.47,0,1,Closed
22-04-2024 01:50,26.31,63.55,898.69,19.94,18.84,118.87,3.83,867.34,1,34,Closed
22-04-2024 01:55,27.38,42.12,901.02,46.54,32.55,61.08,0.65,332.07,0,45,Closed
22-04-2024 02:00,26.69,64.23,940.13,52.25,46.71,182.85,1.13,131.09,1,41,Closed
22-04-2024 02:05,26.69,56.53,763.84,41.48,88.21,390.48,4.62,107.72,1,41,Open
22-04-2024 02:10,18.64,55.26,860.01,56.99,93.41,498.26,4.83,689.45,1,34,Closed
22-04-2024 02:15,26.46,33.19,694.1,55.55,30.85,209.91,4.2,117.31,0,11,Open
22-04-2024 02:20,24.07,49.1,806.23,25.95,75.27,122.08,,104.01,1,7,Open
22-04-2024 02:25,21.8,44.93,996.14,27.58,30.48,104.74,0.2,327.15,1,10,Open
22-04-2024 02:30,18.57,67.09,936.32,27.58,29.57,454.68,1.1,436.45,1,7,Closed
22-04-2024 02:35,24.78,30.5,723.91,52.98,29.74,479.07,1.95,716.25,0,1,Open
22-04-2024 02:40,21.28,54.12,919.19,36.45,99.88,107.75,4.05,855.98,1,24,Closed
22-04-2024 02:45,22.68,46.48,403.9,44.94,20.75,202.9,2.43,734.02,1,37,Open
22-04-2024 02:50,24.82,62.19,457.59,33.62,95.32,171.41,0.48,430.51,1,18,Closed
22-04-2024 02:55,27.12,63.37,980.49,59.42,84.06,351.72,1.67,435.66,,33,Closed
22-04-2024 03:00,26.25,48.57,636.45,42.02,59.11,109.32,2.1,791.02,,47,Open
22-04-2024 03:05,22.51,36.39,,22.23,86.24,120.68,1.78,575.75,0,15,Closed
22-04-2024 03:10,21.88,38.18,465.75,37.28,91.64,266.7,2.64,512.24,0,38,Open
22-04-2024 03:15,20.4,58.96,640.03,13.82,23.74,286.75,2.2,372.41,1,49,Closed
22-04-2024 03:20,21.72,62.92,879.9,35.83,31.9,166.33,2.7,,1,22,Closed
22-04-2024 03:25,19.11,44.66,675.33,41.46,14.9,84.05,4.94,942.96,0,34,Closed
22-04-2024 03:30,27.71,44.65,467.85,70.47,77.49,235.58,4.27,596.35,1,10,Open
22-04-2024 03:35,23.74,,929.02,34.17,64.04,405.94,3.03,385.66,0,32,Open
22-04-2024 03:40,19.28,56.3,910.16,33.35,67.45,148.05,3.24,264.43,1,42,Open
22-04-2024 03:45,21.53,34.81,606.34,13.02,68.15,428.3,2.04,541.99,1,48,Open
22-04-2024 03:50,23.47,58.13,717.73,28.58,22.3,462.68,2.13,151.58,0,26,Open
22-04-2024 03:55,23.33,53.92,839.6,26.52,11.63,252.3,1.69,444.81,0,13,Open
22-04-2024 04:00,18.36,62.42,913.07,73.15,54.22,91.52,2.71,493.94,0,36,Closed
22-04-2024 04:05,27.51,53.94,979.69,44.23,63.69,340.88,0.17,319.1,0,9,Open
22-04-2024 04:10,20.75,38.29,843.98,66.68,99.28,337.48,1.8,820.83,1,48,Open
22-04-2024 04:15,18.16,53.14,450.71,54.19,70.57,345.62,2.14,227.29,0,30,Closed
22-04-2024 04:20,18.76,66.2,587.66,31.3,46.22,302.72,2.72,973.99,1,14,Open
22-04-2024 04:25,23.8,61.69,713.99,11.88,70.96,191.91,3.08,199.29,0,37,Open
22-04-2024 04:30,19.38,36.85,531.5,9.12,59.63,339.56,2.29,992.24,1,39,Open
22-04-2024 04:35,18.42,33.73,705,29.51,95.65,346.08,4.98,743.64,1,44,Closed
22-04-2024 04:40,21.8,68.36,874.56,37.68,84.26,414.35,3.25,522.24,1,3,Open
22-04-2024 04:45,24.23,59.84,724.48,20.69,69.24,292.85,1.32,763.19,1,14,Open
22-04-2024 04:50,19.12,63.09,993.4,51.71,62.74,368.33,1.07,811.15,1,41,Closed
22-04-2024 04:55,21.13,66.01,947.28,5.13,34.36,315.66,3.99,820.7,1,45,Open
22-04-2024 05:00,22.18,48.68,793.53,45.38,62.8,85.72,1.52,779.48,0,45,Open
22-04-2024 05:05,19.59,64.96,853.14,49.92,53.13,343.46,1.72,104.24,0,26,Open
22-04-2024 05:10,23.06,35.23,597.41,,89.79,55.61,0.15,311.04,1,42,Open
22-04-2024 05:15,18.85,43.56,643.59,21.5,87.66,130.9,4.76,797.6,1,26,Open
22-04-2024 05:20,18.47,43.66,402.49,60.5,66.59,172.49,3.43,758.82,1,20,Open
22-04-2024 05:25,23.2,31.43,910.83,52.87,10.6,186.86,1.64,,0,42,Closed
22-04-2024 05:30,20.48,37.49,985.08,20.63,59.86,157.57,,938.2,1,29,Open
22-04-2024 05:35,18.95,59.15,591.15,32.55,22.69,153.62,3.04,135.94,1,19,Closed
22-04-2024 05:40,22.24,48.51,452.57,62.43,44.47,399.68,2.68,309.93,1,37,Open
22-04-2024 05:45,27.15,53.87,717.29,52.46,28.85,383.13,4.13,896.71,1,11,Open
22-04-2024 05:50,25.24,54.61,658.33,,40.31,70.69,2.07,387.27,1,10,Closed
22-04-2024 05:55,26.16,38.43,487.73,11.73,44.22,354.32,0.11,976.61,1,48,Closed
22-04-2024 06:00,26.72,67.06,797.15,60.35,58.63,88.04,1.61,567.25,0,32,Closed
22-04-2024 06:05,27.73,35.6,841.83,34.85,93.11,73.16,3.5,298.49,,31,Closed
22-04-2024 06:10,25.63,30.13,549.57,61.32,73.84,151.37,3.26,435.75,0,34,Open
22-04-2024 06:15,24.08,40.54,873.47,72.07,15.68,133.57,0.51,999.08,0,15,Open
22-04-2024 06:20,21.65,50.27,648.49,48.2,93.96,318.85,4.8,594.84,0,20,Open
22-04-2024 06:25,19.82,36.71,588.33,34.94,48.2,393.88,1.14,644.48,1,42,Closed
22-04-2024 06:30,24.87,60.94,455.9,16.39,57.06,127.14,3.44,365.95,1,1,Closed
22-04-2024 06:35,27.95,38.39,517.05,27.05,96.95,212.8,3.65,314.57,0,14,Open
22-04-2024 06:40,22.67,68.17,940.25,32.97,29.1,259.02,,434.45,0,18,Closed
22-04-2024 06:45,25.24,58.39,687.84,66.86,,368.77,1.42,567.48,0,20,Open
22-04-2024 06:50,22.95,64.22,993.08,37.83,39.11,78.19,1.53,580.74,1,9,Closed
22-04-2024 06:55,22.32,51.93,778.28,72.82,72.23,414.35,2.33,940.2,0,35,Open
22-04-2024 07:00,22.1,52.14,457.05,7.56,36.14,,1.92,456.35,0,,Open
22-04-2024 07:05,23.05,68.99,795.01,26.72,39.69,222.19,3.04,530.76,1,31,Open
22-04-2024 07:10,21.67,34.69,476.97,74.47,85.05,79.52,4.6,853.55,1,35,Open
22-04-2024 07:15,25.49,53.23,903.1,21.97,60.51,336.07,3.38,889.9,1,11,Closed
22-04-2024 07:20,26.74,32.72,884.05,13.68,94.94,241.63,4.12,720.36,0,45,Closed
22-04-2024 07:25,26.83,69.61,559.47,27.78,63.7,447.08,0.76,276.28,0,6,Open
22-04-2024 07:30,20.28,55.23,846.73,27.11,51.67,180.53,3.73,212.26,1,16,Closed
22-04-2024 07:35,26.96,33.31,837.27,46.23,36.19,306.71,4.94,289.97,0,13,Open
22-04-2024 07:40,21.42,41.44,583.33,57.15,74.74,55.15,3.7,588.89,0,28,Open
22-04-2024 07:45,21.09,65.64,767.71,42.43,75.48,300.45,0.5,152.68,1,12,Closed
22-04-2024 07:50,25.27,33.26,406.25,7.2,73.25,470.13,3.43,471.25,0,24,Open
22-04-2024 07:55,,40.97,624.42,43.78,59.87,216.56,0.92,673.27,1,13,Open
22-04-2024 08:00,18.53,50.2,492.87,42.31,95.91,229.2,1.26,790.54,1,40,Open
22-04-2024 08:05,21.74,69.3,467.99,60.25,87.46,346.76,4.02,727.45,1,30,Closed
22-04-2024 08:10,25.21,38.33,806.33,36.13,58.64,318.42,0.85,171.46,1,7,Open
22-04-2024 08:15,21.27,61.69,436.63,46.35,12.38,82.7,,465,1,19,Closed
22-04-2024 08:20,24.3,43.71,463.87,31.41,68.06,135.3,2.15,334.32,1,40,Closed
22-04-2024 08:25,24.6,30.37,732.97,16.48,81.77,488.51,4.98,997.55,0,44,Closed
22-04-2024 08:30,25.34,61.29,933.38,60.35,44.52,419.65,,446.13,1,13,Closed
22-04-2024 08:35,26.97,49.59,780.17,46.71,42.98,366.7,0.36,538.97,1,22,Open
22-04-2024 08:40,22.33,49.2,562.42,30.07,68.86,265.12,4.68,833.1,0,3,Closed
22-04-2024 08:45,19.66,56.95,900.8,66.89,13.97,294.37,,354.41,,25,Closed
22-04-2024 08:50,21.19,56.02,691.93,64.26,95.45,239.81,2.8,574.74,1,33,Closed
22-04-2024 08:55,22.32,56.25,465.4,36.02,49.69,215.46,2.93,317.6,1,34,Closed
22-04-2024 09:00,25.14,43.03,964.87,20.94,54.62,418.78,1.62,699.99,0,1,Open
22-04-2024 09:05,18.13,53.22,617.56,17.59,12.43,364.81,3.08,154.07,1,25,Closed
22-04-2024 09:10,21.16,65.11,874.72,49.45,50.08,182.28,3.83,872.88,0,12,Open
22-04-2024 09:15,25.8,65.72,852.55,72.58,65.26,177.88,0.34,625.99,1,,Closed
22-04-2024 09:20,24.71,46.19,780.44,6.6,12.65,169.54,0.16,706.71,1,15,Closed
22-04-2024 09:25,25.32,39.33,605.57,20.94,36,309.79,2.71,121.56,0,48,Open
22-04-2024 09:30,26.12,33,866.99,33.76,40.97,114.81,4.3,941.76,0,25,
22-04-2024 09:35,25.83,64.31,939.56,64.23,48.83,194.43,4.96,145.95,0,26,Closed
22-04-2024 09:40,24.82,36.62,976.25,57.63,61.8,411.56,2.22,208.27,1,47,Open
22-04-2024 09:45,22.4,42.68,601.14,11.72,23.58,226.77,0.17,826.29,1,41,Open
22-04-2024 09:50,27.84,62.48,738.65,64.39,60.15,148.59,4.91,353.26,1,4,Closed
22-04-2024 09:55,23.69,61.34,874.34,32.79,76.33,484.58,1.88,100.49,1,27,Open
22-04-2024 10:00,20.03,47.38,994.91,23.62,70.53,144.17,3.85,944.22,1,43,Open
22-04-2024 10:05,20.93,57.75,679.47,55.52,11.07,205.39,1.56,985.97,1,21,Open
22-04-2024 10:10,24.94,39.54,527.1,20.23,90.32,200.52,1.64,318.55,0,33,Closed
22-04-2024 10:15,27.25,67.2,935.92,36.58,80.85,451.89,3.92,975.46,0,6,Open
22-04-2024 10:20,19.79,68.07,884.6,13.7,28.83,,0.76,664.59,1,23,Closed
22-04-2024 10:25,18.82,67.69,943.05,74.06,99.02,241.12,3.93,598.74,0,28,Closed
22-04-2024 10:30,26.82,54.92,430.64,55.06,35.81,375.05,1.03,314.87,1,30,Open
22-04-2024 10:35,27.15,32.86,525.42,46.6,30.48,325.26,1.27,,0,20,Closed
22-04-2024 10:40,20.76,54.54,584.98,33.79,75.89,289.96,2.03,140.42,0,26,Closed
22-04-2024 10:45,21.77,46.87,763.61,,89.88,381.5,3.79,794.94,1,7,Open
22-04-2024 10:50,24.6,45.81,911.83,33.32,92.41,110.57,2.24,854.99,1,4,Closed
22-04-2024 10:55,21.3,31.12,879.19,15.48,76.08,286.21,1.63,953.75,0,30,Closed
22-04-2024 11:00,26.77,64.96,595.72,27.1,69.53,265.36,4.83,795,1,35,Open
22-04-2024 11:05,19.08,64.31,863.76,53.53,38.36,391.31,0.66,801.19,0,42,Closed
22-04-2024 11:10,18.38,42.95,774.41,72.93,25.37,113,1.71,447.47,0,25,Open
22-04-2024 11:15,20.08,69.11,600.19,30.45,82.63,157.25,3.89,393.94,1,9,Open
22-04-2024 11:20,20.86,35.43,458.28,41.23,90.38,255.2,0.89,663.27,0,48,Closed
22-04-2024 11:25,19.13,63.41,782.92,23.92,50.95,311.28,0.74,606.78,1,20,Closed
22-04-2024 11:30,18.66,54.87,783.73,59.49,29.06,100.43,4.44,571.47,0,2,Open
22-04-2024 11:35,25.56,49.43,482.62,34.61,20.31,104.26,3.18,220.35,1,33,Open
22-04-2024 11:40,19.64,68.54,,28.62,70.72,303.53,4.71,421.89,0,6,Closed
22-04-2024 11:45,27.14,53.32,433.85,67.85,98.79,289.54,2.06,383.06,0,25,Closed
22-04-2024 11:50,21.68,63.35,822.81,24.39,34.81,368.74,3.55,250.92,0,44,Closed
22-04-2024 11:55,24.71,39.29,980.06,35.05,33.74,231.06,2.25,449.6,1,0,Closed
22-04-2024 12:00,20.25,31.29,815.82,6.94,77.17,290.96,4.02,155.49,1,37,Closed
22-04-2024 12:05,20.4,38.45,838.98,30.11,52.71,457.31,2.59,433.05,1,31,Closed
22-04-2024 12:10,23.75,69.53,427.33,68.78,91.08,141.68,2.46,359.65,0,21,Closed
22-04-2024 12:15,23.61,52.45,873.88,36.55,61.4,445.16,4.37,358.51,0,45,Open
22-04-2024 12:20,25.69,63.68,461.68,67.07,93.84,484.79,3.56,187.23,1,45,Open
22-04-2024 12:25,25.58,57.4,469.06,60.67,19.26,99.06,1.61,477.07,0,21,Closed
22-04-2024 12:30,24.71,36.18,633.95,30.9,86.18,357.66,1.13,888.78,0,17,Open
22-04-2024 12:35,22.49,34.55,690.93,69.41,83.95,444.82,0.89,942.35,1,,Closed
22-04-2024 12:40,26.91,49.42,606.29,18.06,91.53,466.75,4.56,988.7,1,9,Closed
22-04-2024 12:45,24.23,67.68,560.63,33.66,17.68,369.28,3.16,645.98,1,45,Closed
22-04-2024 12:50,27.9,35.32,555.53,44.69,84.52,131.73,3.05,983.26,0,41,Closed
22-04-2024 12:55,26.19,50.08,848.33,,26.6,352.38,0.92,444.59,1,36,Closed
22-04-2024 13:00,18.44,60.39,961.56,60.36,42.64,143.99,4.46,291.53,0,13,Closed
22-04-2024 13:05,21.21,33.16,767.05,25.99,44.94,293.03,0.48,,0,2,Open
22-04-2024 13:10,23.72,46.28,958.9,39.22,24.1,308.42,3.93,541.47,1,17,Closed
22-04-2024 13:15,25.21,51.44,439.75,61.94,24.65,380.58,3.9,175.42,1,20,Closed
22-04-2024 13:20,23.5,34.39,867.28,30.47,71.07,344.59,3.62,715.74,1,32,Open
22-04-2024 13:25,25.86,56.25,667.44,69.84,40.77,196.1,2.27,472.25,1,13,Open
22-04-2024 13:30,20.83,59.55,466.41,27.21,83.21,225.06,2.18,410.03,1,43,Open
22-04-2024 13:35,19.84,55.58,945.06,24.93,99.07,290.03,4.42,610,1,41,Open
22-04-2024 13:40,18.54,,609.4,63.58,69.15,252.25,4.06,276.58,0,8,Closed
22-04-2024 13:45,23.73,30.26,773,68.43,62.95,448.65,0.63,571.59,0,22,Closed
22-04-2024 13:50,24.89,61.94,664.17,24.45,45.94,164.5,0.54,572.6,1,46,
22-04-2024 13:55,21.26,49.6,472.52,64.8,99.5,259.57,2.07,352.82,1,17,Open
22-04-2024 14:00,24.14,52.61,738.82,40.5,82.24,53.2,1.55,748.08,1,25,Closed
22-04-2024 14:05,18.52,66.28,613.26,25.23,43.2,343.13,1.88,683.11,,30,Closed
22-04-2024 14:10,18.99,52.37,828.81,43.56,34.85,422.67,4.33,319.33,0,27,Closed
22-04-2024 14:15,25.02,40.14,940.86,60.83,85.08,469.34,1.46,833.52,0,2,Closed
22-04-2024 14:20,21.68,47.9,514.39,19.18,16.26,339.02,0.12,171.88,1,30,Closed
22-04-2024 14:25,24.71,49.39,631.66,13.07,23.01,452.92,2.18,562.13,1,43,Closed
22-04-2024 14:30,26.32,57.27,552.03,47.88,75.78,365.07,2.61,827.61,0,17,Open
22-04-2024 14:35,26.53,44.07,783.15,12.27,53.84,317.9,2.01,669.93,,10,Open
22-04-2024 14:40,19.72,63.59,582.88,50.34,20.48,71.89,0.85,528.06,0,17,Closed
22-04-2024 14:45,22.86,51.43,658.01,66.42,33.8,340.65,0.47,451.79,1,16,Closed
