Temperature (?C),Humidity (%),Light Intensity (lux),year,month,day,day_of_week,hour,minute,quarter,week_of_year,is_weekend
21.11,57.71,200.56,2024,4,12,4,23,15,2,15,False
22.38,64.67,548.69,2024,4,12,4,23,20,2,15,False
21.59,63.8,774.5,2024,4,12,4,23,25,2,15,False
23.66,36.01,674.22,2024,4,12,4,23,30,2,15,False
20.38,55.65,362.59,2024,4,12,4,23,35,2,15,False
27.89,54.17,987.61,2024,4,12,4,23,40,2,15,False
23.01,57.78,909.94,2024,4,12,4,23,45,2,15,False
19.94,69.25,687.14,2024,4,12,4,23,50,2,15,False
22.77,34.38,700.51,2024,4,12,4,23,55,2,15,False
26.66,55.17,384.69,2024,4,13,5,0,0,2,15,True
18.22,53.88,861.13,2024,4,13,5,0,5,2,15,True
24.8,30.3,311.54,2024,4,13,5,0,10,2,15,True
23.48,56.35,668.86,2024,4,13,5,0,15,2,15,True
19.7,49.89,185.96,2024,4,13,5,0,20,2,15,True
26.17,60.92,257.05,2024,4,13,5,0,25,2,15,True
21.69,60.21,259.29,2024,4,13,5,0,30,2,15,True
20.94,31.75,376.74,2024,4,13,5,0,35,2,15,True
26.28,61.22,756.65,2024,4,13,5,0,40,2,15,True
24.39,65.89,650.21,2024,4,13,5,0,45,2,15,True
26.98,55.28,878.03,2024,4,13,5,0,50,2,15,True
24.3,64.77,153.05,2024,4,13,5,0,55,2,15,True
25.41,38.33,797.1,2024,4,13,5,1,0,2,15,True
26.36,66.04,412.37,2024,4,13,5,1,5,2,15,True
18.55,67.44,549.93,2024,4,13,5,1,10,2,15,True
25.76,41.39,215.13,2024,4,13,5,1,15,2,15,True
24.14,43.81,303.32,2024,4,13,5,1,20,2,15,True
18.7,58.44,558.89,2024,4,13,5,1,25,2,15,True
23.09,43.44,796.36,2024,4,13,5,1,30,2,15,True
18.82,69.58,531.45,2024,4,13,5,1,35,2,15,True
25.36,41.53,708.63,2024,4,13,5,1,40,2,15,True
23.47,31.15,746.23,2024,4,13,5,1,45,2,15,True
27.54,62.71,749.82,2024,4,13,5,1,50,2,15,True
19.83,31.73,202.63,2024,4,13,5,1,55,2,15,True
24.06,68.97,314.11,2024,4,13,5,2,0,2,15,True
20.12,54.0,790.91,2024,4,13,5,2,5,2,15,True
24.14,47.57,571.07,2024,4,13,5,2,10,2,15,True
25.23,59.3,356.99,2024,4,13,5,2,15,2,15,True
25.22,58.63,958.55,2024,4,13,5,2,20,2,15,True
26.15,45.54,214.46,2024,4,13,5,2,25,2,15,True
26.54,38.56,946.18,2024,4,13,5,2,30,2,15,True
18.77,63.8,811.64,2024,4,13,5,2,35,2,15,True
21.43,66.88,588.17,2024,4,13,5,2,40,2,15,True
24.87,69.79,155.76,2024,4,13,5,2,45,2,15,True
22.99,44.53,384.18,2024,4,13,5,2,50,2,15,True
19.91,53.08,885.08,2024,4,13,5,2,55,2,15,True
23.53,69.24,421.53,2024,4,13,5,3,0,2,15,True
22.07,46.5,983.05,2024,4,13,5,3,5,2,15,True
21.9,61.62,221.64,2024,4,13,5,3,10,2,15,True
26.1,67.59,738.8,2024,4,13,5,3,15,2,15,True
22.08,37.42,715.39,2024,4,13,5,3,20,2,15,True
18.26,58.98,891.54,2024,4,13,5,3,25,2,15,True
18.58,58.12,898.13,2024,4,13,5,3,30,2,15,True
26.56,45.56,718.76,2024,4,13,5,3,35,2,15,True
27.61,69.24,919.11,2024,4,13,5,3,40,2,15,True
24.88,64.67,133.16,2024,4,13,5,3,45,2,15,True
21.64,69.77,911.68,2024,4,13,5,3,50,2,15,True
27.39,52.0,178.3,2024,4,13,5,3,55,2,15,True
24.63,38.89,943.36,2024,4,13,5,4,0,2,15,True
26.44,41.17,210.75,2024,4,13,5,4,5,2,15,True
25.66,61.66,604.33,2024,4,13,5,4,10,2,15,True
21.79,44.46,378.53,2024,4,13,5,4,15,2,15,True
22.79,38.6,520.52,2024,4,13,5,4,20,2,15,True
19.86,66.88,906.7,2024,4,13,5,4,25,2,15,True
20.92,43.64,754.94,2024,4,13,5,4,30,2,15,True
25.78,33.27,542.81,2024,4,13,5,4,35,2,15,True
26.94,52.66,338.49,2024,4,13,5,4,40,2,15,True
25.24,52.01,556.75,2024,4,13,5,4,45,2,15,True
22.65,46.89,896.32,2024,4,13,5,4,50,2,15,True
18.87,47.86,364.63,2024,4,13,5,4,55,2,15,True
18.57,38.79,379.18,2024,4,13,5,5,0,2,15,True
21.74,41.83,800.63,2024,4,13,5,5,5,2,15,True
22.64,49.46,596.58,2024,4,13,5,5,10,2,15,True
22.995822802039598,68.89,650.09,2024,4,13,5,5,15,2,15,True
18.06,69.21,788.8,2024,4,13,5,5,20,2,15,True
27.9,33.49,444.49,2024,4,13,5,5,25,2,15,True
21.64,66.25,104.99,2024,4,13,5,5,30,2,15,True
26.48,47.6,553.56,2024,4,13,5,5,35,2,15,True
23.35,48.37,157.66,2024,4,13,5,5,40,2,15,True
19.3,44.37,712.07,2024,4,13,5,5,45,2,15,True
25.98,65.18,775.09,2024,4,13,5,5,50,2,15,True
25.1,50.043729282057186,964.43,2024,4,13,5,5,55,2,15,True
23.27,30.23,236.61,2024,4,13,5,6,0,2,15,True
23.15,67.41,202.14,2024,4,13,5,6,5,2,15,True
18.87,68.96,142.6,2024,4,13,5,6,10,2,15,True
24.56,47.3,202.99,2024,4,13,5,6,15,2,15,True
27.11,47.44,995.74,2024,4,13,5,6,20,2,15,True
18.93,30.7,504.45,2024,4,13,5,6,25,2,15,True
20.64,38.07,881.7,2024,4,13,5,6,30,2,15,True
27.02,34.8,246.8,2024,4,13,5,6,35,2,15,True
20.84,61.82,200.86,2024,4,13,5,6,40,2,15,True
24.54,50.62,223.3,2024,4,13,5,6,45,2,15,True
23.35,41.57,776.53,2024,4,13,5,6,50,2,15,True
23.96,66.98,266.47,2024,4,13,5,6,55,2,15,True
22.16,55.84,724.71,2024,4,13,5,7,0,2,15,True
21.0,67.47,342.97,2024,4,13,5,7,5,2,15,True
18.49,50.043729282057186,680.69,2024,4,13,5,7,10,2,15,True
25.44,64.66,137.56,2024,4,13,5,7,15,2,15,True
25.46,64.19,416.91,2024,4,13,5,7,20,2,15,True
24.71,65.89,890.25,2024,4,13,5,7,25,2,15,True
24.44,62.7,494.87,2024,4,13,5,7,30,2,15,True
20.44,62.25,239.19,2024,4,13,5,7,35,2,15,True
18.22,63.96,151.55,2024,4,13,5,7,40,2,15,True
26.09,65.84,150.82,2024,4,13,5,7,45,2,15,True
22.91,46.95,881.5,2024,4,13,5,7,50,2,15,True
21.07,38.76,501.88,2024,4,13,5,7,55,2,15,True
19.02,32.88,264.11,2024,4,13,5,8,0,2,15,True
18.63,41.01,113.13,2024,4,13,5,8,5,2,15,True
21.49,64.52,985.07,2024,4,13,5,8,10,2,15,True
26.05,69.88,728.68,2024,4,13,5,8,15,2,15,True
27.19,46.92,379.55,2024,4,13,5,8,20,2,15,True
26.97,50.043729282057186,894.4,2024,4,13,5,8,25,2,15,True
27.2,45.71,917.55,2024,4,13,5,8,30,2,15,True
27.08,52.04,633.0,2024,4,13,5,8,35,2,15,True
23.27,49.12,791.32,2024,4,13,5,8,40,2,15,True
20.19,57.36,931.63,2024,4,13,5,8,45,2,15,True
25.98,40.99,484.5,2024,4,13,5,8,50,2,15,True
20.14,46.12,357.09,2024,4,13,5,8,55,2,15,True
20.67,46.1,583.27,2024,4,13,5,9,0,2,15,True
20.33,42.75,388.4,2024,4,13,5,9,5,2,15,True
23.15,61.93,249.13,2024,4,13,5,9,10,2,15,True
21.22,51.61,688.95,2024,4,13,5,9,15,2,15,True
19.54,52.4,771.81,2024,4,13,5,9,20,2,15,True
22.53,39.65,197.68,2024,4,13,5,9,25,2,15,True
26.74,46.96,408.16,2024,4,13,5,9,30,2,15,True
23.71,43.79,777.53,2024,4,13,5,9,35,2,15,True
26.78,66.31,435.87,2024,4,13,5,9,40,2,15,True
19.96,31.51,233.5,2024,4,13,5,9,45,2,15,True
19.67,37.0,217.94,2024,4,13,5,9,50,2,15,True
23.76,56.42,390.58,2024,4,13,5,9,55,2,15,True
22.63,54.2,578.52,2024,4,13,5,10,0,2,15,True
24.6,58.59,586.83,2024,4,13,5,10,5,2,15,True
25.95,50.043729282057186,406.49,2024,4,13,5,10,10,2,15,True
25.51,65.3,203.9,2024,4,13,5,10,15,2,15,True
27.42,67.24,839.8,2024,4,13,5,10,20,2,15,True
21.98,61.27,274.19,2024,4,13,5,10,25,2,15,True
20.06,36.99,472.74,2024,4,13,5,10,30,2,15,True
23.51,61.56,873.22,2024,4,13,5,10,35,2,15,True
19.11,42.66,550.4351789883675,2024,4,13,5,10,40,2,15,True
20.89,36.08,600.59,2024,4,13,5,10,45,2,15,True
20.08,33.24,174.39,2024,4,13,5,10,50,2,15,True
21.97,31.89,847.69,2024,4,13,5,10,55,2,15,True
19.11,63.69,753.17,2024,4,13,5,11,0,2,15,True
18.32,63.72,416.36,2024,4,13,5,11,5,2,15,True
24.57,31.33,415.39,2024,4,13,5,11,10,2,15,True
24.1,58.63,586.8,2024,4,13,5,11,15,2,15,True
25.08,40.16,806.1,2024,4,13,5,11,20,2,15,True
24.6,38.91,596.12,2024,4,13,5,11,25,2,15,True
19.14,52.48,410.52,2024,4,13,5,11,30,2,15,True
20.91,48.32,328.74,2024,4,13,5,11,35,2,15,True
19.3,37.57,671.78,2024,4,13,5,11,40,2,15,True
26.43,30.23,244.17,2024,4,13,5,11,45,2,15,True
25.47,42.9,722.09,2024,4,13,5,11,50,2,15,True
20.02,46.22,432.83,2024,4,13,5,11,55,2,15,True
21.41,49.01,763.77,2024,4,13,5,12,0,2,15,True
22.995822802039598,46.33,560.91,2024,4,13,5,12,5,2,15,True
23.94,45.22,421.81,2024,4,13,5,12,10,2,15,True
26.01,68.53,522.28,2024,4,13,5,12,15,2,15,True
20.65,66.8,805.39,2024,4,13,5,12,20,2,15,True
20.1,45.65,928.62,2024,4,13,5,12,25,2,15,True
25.84,67.66,511.72,2024,4,13,5,12,30,2,15,True
24.86,33.48,269.23,2024,4,13,5,12,35,2,15,True
24.81,30.51,546.63,2024,4,13,5,12,40,2,15,True
23.53,43.23,599.05,2024,4,13,5,12,45,2,15,True
23.64,37.41,782.59,2024,4,13,5,12,50,2,15,True
25.36,50.043729282057186,110.46,2024,4,13,5,12,55,2,15,True
20.7,55.05,550.4351789883675,2024,4,13,5,13,0,2,15,True
21.53,68.98,674.63,2024,4,13,5,13,5,2,15,True
26.72,60.16,119.34,2024,4,13,5,13,10,2,15,True
21.09,45.79,756.54,2024,4,13,5,13,15,2,15,True
23.46,50.043729282057186,539.45,2024,4,13,5,13,20,2,15,True
25.03,32.18,903.09,2024,4,13,5,13,25,2,15,True
28.0,40.57,253.76,2024,4,13,5,13,30,2,15,True
22.35,37.29,483.23,2024,4,13,5,13,35,2,15,True
22.28,63.56,967.9,2024,4,13,5,13,40,2,15,True
26.43,43.03,796.25,2024,4,13,5,13,45,2,15,True
26.06,57.35,629.41,2024,4,13,5,13,50,2,15,True
25.31,55.92,648.03,2024,4,13,5,13,55,2,15,True
22.63,32.37,839.83,2024,4,13,5,14,0,2,15,True
21.24,30.9,354.26,2024,4,13,5,14,5,2,15,True
24.09,47.8,100.36,2024,4,13,5,14,10,2,15,True
26.76,67.03,525.93,2024,4,13,5,14,15,2,15,True
26.84,55.57,761.62,2024,4,13,5,14,20,2,15,True
19.08,50.043729282057186,436.62,2024,4,13,5,14,25,2,15,True
22.28,31.76,977.8,2024,4,13,5,14,30,2,15,True
22.65,45.13,414.3,2024,4,13,5,14,35,2,15,True
27.78,32.35,532.32,2024,4,13,5,14,40,2,15,True
24.78,43.64,895.64,2024,4,13,5,14,45,2,15,True
22.07,41.37,436.91,2024,4,13,5,14,50,2,15,True
18.26,66.86,710.33,2024,4,13,5,14,55,2,15,True
23.65,62.73,955.13,2024,4,13,5,15,0,2,15,True
18.96,62.26,748.22,2024,4,13,5,15,5,2,15,True
26.34,31.0,823.1,2024,4,13,5,15,10,2,15,True
25.53,50.31,866.61,2024,4,13,5,15,15,2,15,True
22.61,33.89,969.81,2024,4,13,5,15,20,2,15,True
22.29,64.63,437.6,2024,4,13,5,15,25,2,15,True
26.97,48.09,928.81,2024,4,13,5,15,30,2,15,True
20.88,33.89,168.22,2024,4,13,5,15,35,2,15,True
20.49,69.35,216.53,2024,4,13,5,15,40,2,15,True
27.39,41.52,756.18,2024,4,13,5,15,45,2,15,True
26.09,50.043729282057186,807.63,2024,4,13,5,15,50,2,15,True
26.21,52.58,184.09,2024,4,13,5,15,55,2,15,True
19.95,49.38,445.6,2024,4,13,5,16,0,2,15,True
19.43,40.98,438.98,2024,4,13,5,16,5,2,15,True
18.26,59.49,922.53,2024,4,13,5,16,10,2,15,True
20.37,41.58,261.14,2024,4,13,5,16,15,2,15,True
25.74,43.8,431.82,2024,4,13,5,16,20,2,15,True
20.4,58.0,915.01,2024,4,13,5,16,25,2,15,True
25.29,52.86,265.92,2024,4,13,5,16,30,2,15,True
20.52,41.55,808.95,2024,4,13,5,16,35,2,15,True
21.95,66.91,634.17,2024,4,13,5,16,40,2,15,True
27.83,58.75,441.02,2024,4,13,5,16,45,2,15,True
20.45,42.09,403.29,2024,4,13,5,16,50,2,15,True
21.76,64.51,621.06,2024,4,13,5,16,55,2,15,True
21.01,42.51,721.12,2024,4,13,5,17,0,2,15,True
19.1,69.03,851.94,2024,4,13,5,17,5,2,15,True
22.9,66.32,288.36,2024,4,13,5,17,10,2,15,True
21.79,46.04,747.36,2024,4,13,5,17,15,2,15,True
24.95,56.52,975.62,2024,4,13,5,17,20,2,15,True
26.18,51.42,550.4351789883675,2024,4,13,5,17,25,2,15,True
23.44,62.67,465.11,2024,4,13,5,17,30,2,15,True
18.32,64.5,680.91,2024,4,13,5,17,35,2,15,True
24.19,55.21,745.98,2024,4,13,5,17,40,2,15,True
18.55,52.22,169.17,2024,4,13,5,17,45,2,15,True
24.16,43.58,636.55,2024,4,13,5,17,50,2,15,True
24.85,66.0,329.7,2024,4,13,5,17,55,2,15,True
19.98,54.25,247.19,2024,4,13,5,18,0,2,15,True
26.19,32.7,170.15,2024,4,13,5,18,5,2,15,True
27.11,56.74,947.34,2024,4,13,5,18,10,2,15,True
26.13,38.52,271.47,2024,4,13,5,18,15,2,15,True
21.05,35.66,894.7,2024,4,13,5,18,20,2,15,True
23.87,69.44,416.72,2024,4,13,5,18,25,2,15,True
27.15,65.86,514.06,2024,4,13,5,18,30,2,15,True
21.21,59.11,283.45,2024,4,13,5,18,35,2,15,True
26.2,53.48,265.73,2024,4,13,5,18,40,2,15,True
18.09,45.4,682.27,2024,4,13,5,18,45,2,15,True
18.04,42.66,444.15,2024,4,13,5,18,50,2,15,True
25.6,43.46,148.3,2024,4,13,5,18,55,2,15,True
25.61,48.1,770.3,2024,4,13,5,19,0,2,15,True
25.89,43.68,610.68,2024,4,13,5,19,5,2,15,True
27.3,38.99,556.87,2024,4,13,5,19,10,2,15,True
19.18,66.49,655.01,2024,4,13,5,19,15,2,15,True
20.32,60.35,473.18,2024,4,13,5,19,20,2,15,True
27.04,55.65,974.64,2024,4,13,5,19,25,2,15,True
19.77,47.71,218.13,2024,4,13,5,19,30,2,15,True
24.82,62.17,167.56,2024,4,13,5,19,35,2,15,True
23.3,36.44,735.56,2024,4,13,5,19,40,2,15,True
18.83,35.57,262.01,2024,4,13,5,19,45,2,15,True
20.85,68.16,385.42,2024,4,13,5,19,50,2,15,True
23.2,67.69,939.69,2024,4,13,5,19,55,2,15,True
26.52,56.74,378.36,2024,4,13,5,20,0,2,15,True
25.08,48.63,290.6,2024,4,13,5,20,5,2,15,True
24.22,65.59,890.95,2024,4,13,5,20,10,2,15,True
22.96,59.59,448.78,2024,4,13,5,20,15,2,15,True
20.99,60.75,684.67,2024,4,13,5,20,20,2,15,True
19.19,56.03,489.24,2024,4,13,5,20,25,2,15,True
22.09,66.87,359.1,2024,4,13,5,20,30,2,15,True
18.29,42.44,986.13,2024,4,13,5,20,35,2,15,True
20.11,40.66,975.02,2024,4,13,5,20,40,2,15,True
22.32,53.52,870.04,2024,4,13,5,20,45,2,15,True
22.19,44.02,124.44,2024,4,13,5,20,50,2,15,True
18.44,32.26,122.92,2024,4,13,5,20,55,2,15,True
23.89,68.48,642.58,2024,4,13,5,21,0,2,15,True
23.5,66.14,346.27,2024,4,13,5,21,5,2,15,True
18.78,30.42,303.13,2024,4,13,5,21,10,2,15,True
27.43,64.73,509.7,2024,4,13,5,21,15,2,15,True
18.99,50.71,897.19,2024,4,13,5,21,20,2,15,True
26.55,50.2,844.65,2024,4,13,5,21,25,2,15,True
18.0,36.7,980.47,2024,4,13,5,21,30,2,15,True
26.82,37.87,144.55,2024,4,13,5,21,35,2,15,True
18.2,41.24,171.75,2024,4,13,5,21,40,2,15,True
25.58,52.25,446.96,2024,4,13,5,21,45,2,15,True
21.62,49.31,454.72,2024,4,13,5,21,50,2,15,True
25.38,41.05,227.61,2024,4,13,5,21,55,2,15,True
22.02,62.24,350.94,2024,4,13,5,22,0,2,15,True
18.71,44.06,473.39,2024,4,13,5,22,5,2,15,True
25.68,37.88,532.19,2024,4,13,5,22,10,2,15,True
18.71,46.54,971.09,2024,4,13,5,22,15,2,15,True
27.22,58.24,423.5,2024,4,13,5,22,20,2,15,True
18.51,42.95,477.88,2024,4,13,5,22,25,2,15,True
22.79,42.74,665.24,2024,4,13,5,22,30,2,15,True
25.23,34.63,255.86,2024,4,13,5,22,35,2,15,True
21.93,34.07,763.51,2024,4,13,5,22,40,2,15,True
20.17,41.72,250.72,2024,4,13,5,22,45,2,15,True
25.59,58.78,457.77,2024,4,13,5,22,50,2,15,True
25.84,51.51,272.01,2024,4,13,5,22,55,2,15,True
27.23,63.0,640.76,2024,4,13,5,23,0,2,15,True
21.76,58.73,256.99,2024,4,13,5,23,5,2,15,True
23.06,55.51,399.92,2024,4,13,5,23,10,2,15,True
21.63,35.71,959.7,2024,4,13,5,23,15,2,15,True
20.57,66.6,952.12,2024,4,13,5,23,20,2,15,True
25.51,31.19,263.59,2024,4,13,5,23,25,2,15,True
21.4,68.3,822.21,2024,4,13,5,23,30,2,15,True
22.28,62.14,806.59,2024,4,13,5,23,35,2,15,True
22.04,50.043729282057186,122.94,2024,4,13,5,23,40,2,15,True
25.13,69.42,593.41,2024,4,13,5,23,45,2,15,True
27.18,47.93,770.54,2024,4,13,5,23,50,2,15,True
24.67,62.18,212.51,2024,4,13,5,23,55,2,15,True
22.72,50.043729282057186,319.71,2024,4,14,6,0,0,2,15,True
25.79,49.91,751.53,2024,4,14,6,0,5,2,15,True
24.41,54.8,557.3,2024,4,14,6,0,10,2,15,True
18.61,56.19,179.45,2024,4,14,6,0,15,2,15,True
18.96,53.34,395.45,2024,4,14,6,0,20,2,15,True
18.38,37.43,601.0,2024,4,14,6,0,25,2,15,True
22.57,41.68,943.03,2024,4,14,6,0,30,2,15,True
26.26,34.29,485.45,2024,4,14,6,0,35,2,15,True
21.13,47.43,111.47,2024,4,14,6,0,40,2,15,True
21.84,37.41,550.4351789883675,2024,4,14,6,0,45,2,15,True
27.09,37.01,453.0,2024,4,14,6,0,50,2,15,True
26.37,34.62,837.02,2024,4,14,6,0,55,2,15,True
24.65,46.93,150.02,2024,4,14,6,1,0,2,15,True
20.67,33.7,949.29,2024,4,14,6,1,5,2,15,True
19.17,59.18,214.96,2024,4,14,6,1,10,2,15,True
18.16,66.0,354.37,2024,4,14,6,1,15,2,15,True
19.07,50.043729282057186,533.79,2024,4,14,6,1,20,2,15,True
20.93,63.58,666.2,2024,4,14,6,1,25,2,15,True
23.52,53.56,380.65,2024,4,14,6,1,30,2,15,True
18.64,46.24,452.87,2024,4,14,6,1,35,2,15,True
19.36,62.49,323.02,2024,4,14,6,1,40,2,15,True
19.81,61.51,177.85,2024,4,14,6,1,45,2,15,True
24.32,67.61,874.09,2024,4,14,6,1,50,2,15,True
24.16,67.63,315.89,2024,4,14,6,1,55,2,15,True
23.51,57.89,995.32,2024,4,14,6,2,0,2,15,True
20.51,66.5,510.9,2024,4,14,6,2,5,2,15,True
21.71,32.19,249.87,2024,4,14,6,2,10,2,15,True
18.97,37.59,468.1,2024,4,14,6,2,15,2,15,True
20.26,42.25,988.38,2024,4,14,6,2,20,2,15,True
26.98,61.71,435.4,2024,4,14,6,2,25,2,15,True
27.8,31.72,738.86,2024,4,14,6,2,30,2,15,True
24.48,60.32,905.07,2024,4,14,6,2,35,2,15,True
27.17,56.82,183.02,2024,4,14,6,2,40,2,15,True
24.43,65.12,902.13,2024,4,14,6,2,45,2,15,True
18.33,31.89,368.06,2024,4,14,6,2,50,2,15,True
27.97,54.86,459.47,2024,4,14,6,2,55,2,15,True
18.99,33.99,236.26,2024,4,14,6,3,0,2,15,True
24.83,32.26,177.77,2024,4,14,6,3,5,2,15,True
20.53,67.9,276.73,2024,4,14,6,3,10,2,15,True
21.92,38.9,384.22,2024,4,14,6,3,15,2,15,True
24.46,37.56,457.13,2024,4,14,6,3,20,2,15,True
22.36,64.99,983.9,2024,4,14,6,3,25,2,15,True
20.51,42.5,864.32,2024,4,14,6,3,30,2,15,True
21.34,63.89,852.04,2024,4,14,6,3,35,2,15,True
21.42,56.81,118.56,2024,4,14,6,3,40,2,15,True
27.59,37.58,725.03,2024,4,14,6,3,45,2,15,True
25.99,50.78,605.82,2024,4,14,6,3,50,2,15,True
22.59,56.44,683.9,2024,4,14,6,3,55,2,15,True
20.0,58.91,370.78,2024,4,14,6,4,0,2,15,True
26.11,49.28,256.01,2024,4,14,6,4,5,2,15,True
19.57,44.2,683.68,2024,4,14,6,4,10,2,15,True
20.1,67.96,719.49,2024,4,14,6,4,15,2,15,True
21.66,46.7,231.99,2024,4,14,6,4,20,2,15,True
26.8,57.68,296.49,2024,4,14,6,4,25,2,15,True
19.32,63.48,289.14,2024,4,14,6,4,30,2,15,True
19.22,36.75,793.77,2024,4,14,6,4,35,2,15,True
22.94,49.32,317.03,2024,4,14,6,4,40,2,15,True
20.76,52.08,950.15,2024,4,14,6,4,45,2,15,True
23.69,52.8,175.08,2024,4,14,6,4,50,2,15,True
22.52,35.96,979.99,2024,4,14,6,4,55,2,15,True
22.35,31.04,647.0,2024,4,14,6,5,0,2,15,True
19.12,56.6,936.86,2024,4,14,6,5,5,2,15,True
19.41,54.86,301.32,2024,4,14,6,5,10,2,15,True
26.21,58.01,342.99,2024,4,14,6,5,15,2,15,True
26.86,38.92,993.19,2024,4,14,6,5,20,2,15,True
20.35,43.51,249.79,2024,4,14,6,5,25,2,15,True
19.13,52.82,748.2,2024,4,14,6,5,30,2,15,True
18.53,32.31,521.07,2024,4,14,6,5,35,2,15,True
24.08,38.26,121.4,2024,4,14,6,5,40,2,15,True
25.15,65.23,292.68,2024,4,14,6,5,45,2,15,True
21.73,36.17,424.58,2024,4,14,6,5,50,2,15,True
24.8,36.57,222.15,2024,4,14,6,5,55,2,15,True
25.13,58.84,859.29,2024,4,14,6,6,0,2,15,True
27.35,65.34,534.65,2024,4,14,6,6,5,2,15,True
18.65,68.84,881.54,2024,4,14,6,6,10,2,15,True
19.92,63.45,702.93,2024,4,14,6,6,15,2,15,True
18.69,58.49,817.21,2024,4,14,6,6,20,2,15,True
26.68,65.45,170.07,2024,4,14,6,6,25,2,15,True
25.93,50.05,770.51,2024,4,14,6,6,30,2,15,True
23.75,41.66,713.87,2024,4,14,6,6,35,2,15,True
18.84,58.81,719.42,2024,4,14,6,6,40,2,15,True
20.73,46.27,215.56,2024,4,14,6,6,45,2,15,True
20.98,45.05,412.18,2024,4,14,6,6,50,2,15,True
23.61,47.03,211.21,2024,4,14,6,6,55,2,15,True
20.58,55.0,473.72,2024,4,14,6,7,0,2,15,True
18.73,66.09,268.19,2024,4,14,6,7,5,2,15,True
25.31,50.043729282057186,193.07,2024,4,14,6,7,10,2,15,True
20.99,56.17,138.43,2024,4,14,6,7,15,2,15,True
22.52,31.44,657.93,2024,4,14,6,7,20,2,15,True
19.28,46.3,528.75,2024,4,14,6,7,25,2,15,True
26.03,35.19,724.34,2024,4,14,6,7,30,2,15,True
23.66,52.33,855.0,2024,4,14,6,7,35,2,15,True
27.02,45.82,500.7,2024,4,14,6,7,40,2,15,True
22.95,59.5,670.35,2024,4,14,6,7,45,2,15,True
22.995822802039598,54.05,227.03,2024,4,14,6,7,50,2,15,True
26.92,37.31,885.73,2024,4,14,6,7,55,2,15,True
23.76,36.14,328.93,2024,4,14,6,8,0,2,15,True
27.34,34.01,109.99,2024,4,14,6,8,5,2,15,True
21.23,59.7,501.91,2024,4,14,6,8,10,2,15,True
21.66,43.29,613.02,2024,4,14,6,8,15,2,15,True
18.45,47.61,336.7,2024,4,14,6,8,20,2,15,True
23.89,47.11,716.4,2024,4,14,6,8,25,2,15,True
25.22,56.36,965.39,2024,4,14,6,8,30,2,15,True
25.74,31.84,138.26,2024,4,14,6,8,35,2,15,True
19.5,44.2,324.26,2024,4,14,6,8,40,2,15,True
22.44,33.87,164.99,2024,4,14,6,8,45,2,15,True
19.77,31.94,737.86,2024,4,14,6,8,50,2,15,True
24.62,33.27,740.38,2024,4,14,6,8,55,2,15,True
19.58,46.85,105.64,2024,4,14,6,9,0,2,15,True
27.04,57.76,233.95,2024,4,14,6,9,5,2,15,True
20.31,48.52,686.31,2024,4,14,6,9,10,2,15,True
20.91,39.79,172.15,2024,4,14,6,9,15,2,15,True
26.51,56.05,985.05,2024,4,14,6,9,20,2,15,True
22.58,38.08,701.15,2024,4,14,6,9,25,2,15,True
18.24,45.14,513.08,2024,4,14,6,9,30,2,15,True
22.95,68.08,379.97,2024,4,14,6,9,35,2,15,True
18.85,63.17,535.19,2024,4,14,6,9,40,2,15,True
27.85,66.54,834.02,2024,4,14,6,9,45,2,15,True
23.88,36.33,633.67,2024,4,14,6,9,50,2,15,True
20.57,54.83,222.99,2024,4,14,6,9,55,2,15,True
23.64,42.4,851.93,2024,4,14,6,10,0,2,15,True
18.77,62.66,971.83,2024,4,14,6,10,5,2,15,True
26.0,48.18,877.87,2024,4,14,6,10,10,2,15,True
27.25,59.46,446.33,2024,4,14,6,10,15,2,15,True
26.74,42.47,632.97,2024,4,14,6,10,20,2,15,True
21.42,32.74,263.76,2024,4,14,6,10,25,2,15,True
21.26,60.09,245.03,2024,4,14,6,10,30,2,15,True
18.35,54.08,600.28,2024,4,14,6,10,35,2,15,True
22.995822802039598,64.66,230.44,2024,4,14,6,10,40,2,15,True
23.35,34.62,148.03,2024,4,14,6,10,45,2,15,True
22.59,68.79,435.43,2024,4,14,6,10,50,2,15,True
27.08,66.52,713.7,2024,4,14,6,10,55,2,15,True
19.68,56.1,644.22,2024,4,14,6,11,0,2,15,True
18.1,51.02,550.4351789883675,2024,4,14,6,11,5,2,15,True
18.73,45.97,503.5,2024,4,14,6,11,10,2,15,True
20.23,33.78,870.5,2024,4,14,6,11,15,2,15,True
18.33,67.15,633.21,2024,4,14,6,11,20,2,15,True
23.03,37.81,895.66,2024,4,14,6,11,25,2,15,True
21.14,44.28,261.99,2024,4,14,6,11,30,2,15,True
19.8,37.43,931.77,2024,4,14,6,11,35,2,15,True
25.5,40.45,943.18,2024,4,14,6,11,40,2,15,True
20.04,45.7,716.44,2024,4,14,6,11,45,2,15,True
24.88,57.87,833.43,2024,4,14,6,11,50,2,15,True
22.995822802039598,62.44,294.98,2024,4,14,6,11,55,2,15,True
23.12,32.33,872.25,2024,4,14,6,12,0,2,15,True
27.34,62.61,841.52,2024,4,14,6,12,5,2,15,True
18.37,61.72,575.7,2024,4,14,6,12,10,2,15,True
23.0,35.4,896.65,2024,4,14,6,12,15,2,15,True
26.54,40.98,156.16,2024,4,14,6,12,20,2,15,True
